date,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,icu_patients,icu_patients_per_million,stringency_index,reproduction_rate,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,hospital_beds_per_thousand,year,month,day,country_South Korea,code_KOR,continent_Asia
2022-09-22,24535913.0,473826.6,28140.0,543.4271,428.0,8.26,13.89,0.6152,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,22,True,True,True
2022-09-23,24565021.0,474388.72,28213.0,544.83685,399.0,7.7,13.89,0.6846,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,23,True,True,True
2022-09-24,24594336.0,474954.84,28246.0,545.4741,418.0,8.067,13.89,0.7271,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,24,True,True,True
2022-09-25,24620128.0,475452.9,28272.0,545.97626,416.0,8.028,13.89,0.7492,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,25,True,True,True
2022-09-26,24634238.0,475725.4,28318.0,546.86456,427.0,8.241,13.89,0.7721,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,26,True,True,True
2022-09-27,24673630.0,476486.12,28364.0,547.7529,401.0,7.739,13.89,0.7381,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,27,True,True,True
2022-09-28,24709754.0,477183.75,28406.0,548.56396,375.0,7.237,13.89,0.7037,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,28,True,True,True
2022-09-29,24740604.0,477779.5,28445.0,549.31714,363.0,7.006,13.89,0.7583,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,29,True,True,True
2022-09-30,24769101.0,478329.8,28489.0,550.1669,352.0,6.793,13.89,0.7888,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,9,30,True,True,True
2022-10-01,24796014.0,478849.56,28509.0,550.5531,356.0,6.87,11.11,0.7859,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,1,True,True,True
2022-10-02,24819611.0,479305.25,28528.0,550.92,353.0,6.813,11.11,0.7467,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,2,True,True,True
2022-10-03,24831761.0,479539.88,28544.0,551.229,361.0,6.967,11.11,0.6881,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,3,True,True,True
2022-10-04,24848155.0,479856.47,28573.0,551.789,353.0,6.813,11.11,0.7721,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,4,True,True,True
2022-10-05,24882849.0,480526.47,28614.0,552.5808,333.0,6.427,11.11,0.7826,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,5,True,True,True
2022-10-06,24911458.0,481078.97,28646.0,553.1988,325.0,6.272,11.11,0.7857,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,6,True,True,True
2022-10-07,24933756.0,481509.56,28675.0,553.7588,329.0,6.349,11.11,0.7863,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,7,True,True,True
2022-10-08,24953135.0,481883.8,28698.0,554.20294,287.0,5.539,11.11,0.7908,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,8,True,True,True
2022-10-09,24970789.0,482224.72,28708.0,554.39606,305.0,5.886,11.11,0.786,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,9,True,True,True
2022-10-10,24979770.0,482398.16,28723.0,554.6857,311.0,6.002,11.11,0.7667,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,10,True,True,True
2022-10-11,24995214.0,482696.4,28748.0,555.1685,313.0,6.041,11.11,0.8989,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,11,True,True,True
2022-10-12,25025720.0,483285.53,28783.0,555.8444,263.0,5.076,11.11,0.9636,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,12,True,True,True
2022-10-13,25052656.0,483805.72,28808.0,556.3272,266.0,5.134,11.11,0.9969,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,13,True,True,True
2022-10-14,25076239.0,484261.12,28840.0,556.9452,237.0,4.574,11.11,1.0205,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,14,True,True,True
2022-10-15,25098996.0,484700.6,28851.0,557.15765,245.0,4.728,11.11,1.0382,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,15,True,True,True
2022-10-16,25120465.0,485115.22,28856.0,557.2542,247.0,4.767,11.11,1.0518,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,16,True,True,True
2022-10-17,25131447.0,485327.28,28899.0,558.0846,248.0,4.786,11.11,1.0778,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,17,True,True,True
2022-10-18,25164674.0,485968.94,28922.0,558.52875,247.0,4.767,11.11,1.0293,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,18,True,True,True
2022-10-19,25194115.0,486537.5,28952.0,559.1081,243.0,4.69,11.11,1.0269,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,19,True,True,True
2022-10-20,25219504.0,487027.8,28974.0,559.53296,249.0,4.805,11.11,1.0702,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,20,True,True,True
2022-10-21,25244255.0,487505.78,28990.0,559.8419,233.0,4.497,11.11,1.1334,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,21,True,True,True
2022-10-22,25271078.0,488023.78,29000.0,560.03503,196.0,3.783,11.11,1.1844,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,22,True,True,True
2022-10-23,25297334.0,488530.8,29017.0,560.36334,212.0,4.091,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,23,True,True,True
2022-10-24,25311591.0,488806.16,29043.0,560.8655,226.0,4.362,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,24,True,True,True
2022-10-25,25355313.0,489650.5,29069.0,561.36755,225.0,4.342,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,25,True,True,True
2022-10-26,25396120.0,490438.53,29100.0,561.9662,242.0,4.67,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,26,True,True,True
2022-10-27,25431068.0,491113.44,29131.0,562.5649,242.0,4.67,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,27,True,True,True
2022-10-28,25466967.0,491806.7,29158.0,563.0863,252.0,4.863,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,28,True,True,True
2022-10-29,25504288.0,492527.44,29176.0,563.4339,270.0,5.211,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,29,True,True,True
2022-10-30,25538799.0,493193.88,29230.0,564.4767,272.0,5.249,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,30,True,True,True
2022-10-31,25557309.0,493551.34,29239.0,564.6505,288.0,5.558,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,10,31,True,True,True
2022-11-01,25615641.0,494677.8,29280.0,565.44226,288.0,5.558,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,1,True,True,True
2022-11-02,25670381.0,495734.94,29315.0,566.11816,303.0,5.848,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,2,True,True,True
2022-11-03,25717252.0,496640.1,29356.0,566.91,290.0,5.597,11.11,1.176,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,3,True,True,True
2022-11-04,25760701.0,497479.16,29374.0,567.25757,304.0,5.867,11.11,1.1424,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,4,True,True,True
2022-11-05,25801564.0,498268.28,29390.0,567.5665,314.0,6.06,11.11,1.1376,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,5,True,True,True
2022-11-06,25838239.0,498976.53,29420.0,568.14594,346.0,6.677,11.11,1.1598,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,6,True,True,True
2022-11-07,25856910.0,499337.1,29479.0,569.2853,365.0,7.044,11.11,1.1963,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,7,True,True,True
2022-11-08,25919183.0,500539.7,29531.0,570.2895,360.0,6.948,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,8,True,True,True
2022-11-09,25981655.0,501746.12,29571.0,571.06195,336.0,6.485,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,9,True,True,True
2022-11-10,26037020.0,502815.3,29617.0,571.95026,323.0,6.234,11.11,1.2172,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,10,True,True,True
2022-11-11,26091539.0,503868.16,29665.0,572.87726,345.0,6.658,11.11,1.204,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,11,True,True,True
2022-11-12,26145867.0,504917.3,29709.0,573.7269,371.0,7.16,11.11,1.1787,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,12,True,True,True
2022-11-13,26194229.0,505851.25,29748.0,574.4801,396.0,7.642,11.11,1.15,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,13,True,True,True
2022-11-14,26217994.0,506310.2,29795.0,575.38776,413.0,7.971,11.11,1.1238,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,14,True,True,True
2022-11-15,26290877.0,507717.7,29862.0,576.68164,412.0,7.951,11.11,1.0838,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,15,True,True,True
2022-11-16,26357464.0,509003.56,29925.0,577.89825,411.0,7.932,11.11,1.0533,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,16,True,True,True
2022-11-17,26412901.0,510074.16,29990.0,579.1535,380.0,7.334,11.11,1.0361,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,17,True,True,True
2022-11-18,26462319.0,511028.5,30031.0,579.94525,365.0,7.044,11.11,1.0428,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,18,True,True,True
2022-11-19,26512754.0,512002.47,30066.0,580.62115,419.0,8.086,11.11,1.0589,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,19,True,True,True
2022-11-20,26558765.0,512891.0,30111.0,581.4902,451.0,8.704,11.11,1.0699,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,20,True,True,True
2022-11-21,26581856.0,513336.94,30164.0,582.5137,465.0,8.974,11.11,1.0686,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,21,True,True,True
2022-11-22,26654729.0,514744.22,30223.0,583.6531,461.0,8.897,11.11,1.0649,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,22,True,True,True
2022-11-23,26725053.0,516102.28,30278.0,584.7152,477.0,9.206,11.11,1.0518,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,23,True,True,True
2022-11-24,26784142.0,517243.4,30330.0,585.7194,437.0,8.434,11.11,1.0396,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,24,True,True,True
2022-11-25,26837840.0,518280.38,30369.0,586.4726,453.0,8.743,11.11,1.0329,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,25,True,True,True
2022-11-26,26890488.0,519297.1,30413.0,587.32227,478.0,9.225,11.11,1.0316,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,26,True,True,True
2022-11-27,26937516.0,520205.28,30454.0,588.1141,481.0,9.283,11.11,1.0272,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,27,True,True,True
2022-11-28,26959843.0,520636.44,30506.0,589.1182,491.0,9.476,11.11,1.0079,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,28,True,True,True
2022-11-29,27031319.0,522016.75,30568.0,590.31555,491.0,9.476,11.11,1.0011,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,29,True,True,True
2022-11-30,27098734.0,523318.66,30621.0,591.3391,472.0,9.109,11.11,1.0057,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,11,30,True,True,True
2022-12-01,27155813.0,524420.94,30669.0,592.26605,430.0,8.299,11.11,1.0125,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,1,True,True,True
2022-12-02,27208800.0,525444.2,30729.0,593.42474,460.0,8.878,11.11,1.0242,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,2,True,True,True
2022-12-03,27261526.0,526462.44,30769.0,594.1972,442.0,8.53,11.11,1.0413,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,3,True,True,True
2022-12-04,27308090.0,527361.6,30793.0,594.66064,460.0,8.878,11.11,1.0644,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,4,True,True,True
2022-12-05,27331250.0,527808.9,30847.0,595.7035,458.0,8.839,11.11,1.0842,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,5,True,True,True
2022-12-06,27408854.0,529307.56,30908.0,596.8815,443.0,8.55,11.11,1.0919,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,6,True,True,True
2022-12-07,27483568.0,530750.4,30975.0,598.17535,441.0,8.511,11.11,1.1028,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,7,True,True,True
2022-12-08,27548821.0,532010.56,30975.0,598.17535,435.0,8.395,11.11,1.1108,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,8,True,True,True
2022-12-09,27611425.0,533219.5,31069.0,599.99066,442.0,8.53,11.11,1.1091,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,9,True,True,True
2022-12-10,27674163.0,534431.06,31099.0,600.57,428.0,8.26,11.11,1.1003,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,10,True,True,True
2022-12-11,27728482.0,535480.06,31128.0,601.13007,440.0,8.492,11.11,1.1002,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,11,True,True,True
2022-12-12,27754149.0,535975.75,31174.0,602.0184,478.0,9.225,11.11,1.1124,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,12,True,True,True
2022-12-13,27841001.0,537653.0,31232.0,603.1384,460.0,8.878,11.11,1.1056,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,13,True,True,True
2022-12-14,27925572.0,539286.2,31298.0,604.413,463.0,8.935,11.11,1.0939,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,14,True,True,True
2022-12-15,27995726.0,540640.94,31353.0,605.47516,465.0,8.974,11.11,1.0893,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,15,True,True,True
2022-12-16,28062679.0,541933.94,31395.0,606.2862,474.0,9.148,11.11,1.0842,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,16,True,True,True
2022-12-17,28129431.0,543223.0,31434.0,607.03937,468.0,9.032,11.11,1.0743,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,17,True,True,True
2022-12-18,28188293.0,544359.75,31490.0,608.12085,520.0,10.036,11.11,1.064,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,18,True,True,True
2022-12-19,28214915.0,544873.8,31549.0,609.2602,535.0,10.325,11.11,1.0571,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,19,True,True,True
2022-12-20,28302474.0,546564.75,31611.0,610.4575,519.0,10.016,11.11,1.061,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,20,True,True,True
2022-12-21,28390646.0,548267.5,31674.0,611.67413,512.0,9.881,11.11,1.062,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,21,True,True,True
2022-12-22,28466390.0,549730.2,31744.0,613.02594,547.0,10.557,11.11,1.0471,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,22,True,True,True
2022-12-23,28534558.0,551046.6,31790.0,613.9143,530.0,10.229,11.11,1.0338,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,23,True,True,True
2022-12-24,28600607.0,552322.1,31832.0,614.7254,534.0,10.306,11.11,1.0244,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,24,True,True,True
2022-12-25,28659055.0,553450.9,31882.0,615.691,592.0,11.425,11.11,1.0156,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,25,True,True,True
2022-12-26,28684600.0,553944.2,31951.0,617.02344,583.0,11.251,11.11,1.0087,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,26,True,True,True
2022-12-27,28772051.0,555633.0,32027.0,618.49115,592.0,11.425,11.11,1.005,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,27,True,True,True
2022-12-28,28859549.0,557322.75,32095.0,619.8043,587.0,11.329,11.11,0.9981,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,28,True,True,True
2022-12-29,28930962.0,558701.8,32156.0,620.9823,590.0,11.386,11.11,0.9932,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,29,True,True,True
2022-12-30,28996169.0,559961.06,32219.0,622.1989,562.0,10.846,11.11,0.9874,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,30,True,True,True
2022-12-31,29059273.0,561179.7,32272.0,623.2225,557.0,10.75,11.11,0.9843,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2022,12,31,True,True,True
2023-01-01,29116800.0,562290.6,32301.0,623.7825,636.0,12.274,11.11,0.9683,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,1,True,True,True
2023-01-02,29139535.0,562729.7,32355.0,624.8253,637.0,12.294,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,2,True,True,True
2023-01-03,29220591.0,564295.0,32421.0,626.09985,620.0,11.965,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,3,True,True,True
2023-01-04,29299166.0,565812.44,32496.0,627.5482,623.0,12.023,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,4,True,True,True
2023-01-05,29363272.0,567050.4,32496.0,627.5482,571.0,11.02,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,5,True,True,True
2023-01-06,29420226.0,568150.25,32496.0,627.5482,548.0,10.576,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,6,True,True,True
2023-01-07,29473834.0,569185.5,32496.0,627.5482,544.0,10.499,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,7,True,True,True
2023-01-08,29520600.0,570088.6,32496.0,627.5482,538.0,10.383,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,8,True,True,True
2023-01-09,29539706.0,570457.6,32496.0,627.5482,532.0,10.267,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,9,True,True,True
2023-01-10,29599747.0,571617.1,32496.0,627.5482,541.0,10.441,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,10,True,True,True
2023-01-11,29654090.0,572666.56,32496.0,627.5482,540.0,10.422,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,11,True,True,True
2023-01-12,29698043.0,573515.4,32496.0,627.5482,510.0,9.843,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,12,True,True,True
2023-01-13,29737769.0,574282.5,32496.0,627.5482,511.0,9.862,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,13,True,True,True
2023-01-14,29774321.0,574988.4,32496.0,627.5482,505.0,9.746,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,14,True,True,True
2023-01-15,29806891.0,575617.4,32496.0,627.5482,499.0,9.63,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,15,True,True,True
2023-01-16,29821035.0,575890.5,32496.0,627.5482,510.0,9.843,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,16,True,True,True
2023-01-17,29861234.0,576666.8,32496.0,627.5482,503.0,9.707,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,17,True,True,True
2023-01-18,29898142.0,577379.56,32496.0,627.5482,490.0,9.457,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,18,True,True,True
2023-01-19,29927958.0,577955.4,32496.0,627.5482,465.0,8.974,11.11,0.9517,51782473,530.55810546875,43.94400024414063,82.72699737548828,45560.125,0.2487649172544479,6.800000190734863,12.43000030517578,2023,1,19,True,True,True
